timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,357688,8476524,0,630336
2,357688,8476524,0,630336
3,357688,8476524,0,630336
4,357688,8476524,0,630336
5,357688,8476524,0,630336
6,357688,8476524,0,630348
7,357688,8476524,0,630348
8,357688,8476524,0,630348
9,357688,8476524,0,630348
10,357688,8476524,0,630348
11,357688,8476524,0,630348
12,357688,8476524,0,630348
13,357688,8476524,0,630348
14,357688,8476524,0,630348
15,357688,8476524,0,630368
16,357688,8476524,0,630368
17,357688,8476524,0,630368
18,357688,8476524,0,630380
19,357688,8476524,0,630380
20,357688,8476524,0,630380
21,357688,8476524,0,630380
22,357688,8476524,0,630380
23,358100,8476524,0,0
24,358100,8476524,0,0
25,358100,8476524,0,0
26,358100,8476524,0,0
27,358100,8476524,0,0
28,358100,8476524,0,0
29,358100,8476524,0,0
30,358100,8476524,0,0
